idx,x,y,timestamp
35,3249,1676,2025-09-12T15:39:32
0,1863,3074,2025-09-12T15:39:42
1,2004,3016,2025-09-12T15:39:42
2,2304,3013,2025-09-12T15:39:42
3,2330,3065,2025-09-12T15:39:42
4,2404,3200,2025-09-12T15:39:42
5,2430,3252,2025-09-12T15:39:42
6,2124,2494,2025-09-12T15:39:42
7,2166,2543,2025-09-12T15:39:42
8,2224,2588,2025-09-12T15:39:42
9,2285,2620,2025-09-12T15:39:42
10,2436,2820,2025-09-12T15:39:42
11,2446,2891,2025-09-12T15:39:42
12,2453,2955,2025-09-12T15:39:42
13,2456,3023,2025-09-12T15:39:42
14,2459,3094,2025-09-12T15:39:42
15,2769,3294,2025-09-12T15:39:42
16,2717,2833,2025-09-12T15:39:42
17,2820,2842,2025-09-12T15:39:42
18,2823,2836,2025-09-12T15:39:42
19,3101,2604,2025-09-12T15:39:42
20,3094,2672,2025-09-12T15:39:42
21,2920,3029,2025-09-12T15:39:42
22,2968,3052,2025-09-12T15:39:42
23,2865,3000,2025-09-12T15:39:42
24,3355,2243,2025-09-12T15:39:42
25,3346,1933,2025-09-12T15:39:42
26,3291,1940,2025-09-12T15:39:42
27,3368,2140,2025-09-12T15:39:42
28,4439,1198,2025-09-12T15:39:42
29,4464,1418,2025-09-12T15:39:42
30,4416,1659,2025-09-12T15:39:42
31,4423,1766,2025-09-12T15:39:42
32,4490,1927,2025-09-12T15:39:42
33,4497,2101,2025-09-12T15:39:42
34,3326,1666,2025-09-12T15:39:42
35,3249,1676,2025-09-12T15:39:42
36,2104,3290,2025-09-12T15:39:42
0,1863,3074,2025-09-12T15:39:44
1,2004,3016,2025-09-12T15:39:44
2,2304,3013,2025-09-12T15:39:44
3,2330,3065,2025-09-12T15:39:44
4,2404,3200,2025-09-12T15:39:44
5,2430,3252,2025-09-12T15:39:44
6,2124,2494,2025-09-12T15:39:44
7,2166,2543,2025-09-12T15:39:44
8,2224,2588,2025-09-12T15:39:44
9,2285,2620,2025-09-12T15:39:44
10,2436,2820,2025-09-12T15:39:44
11,2446,2891,2025-09-12T15:39:44
12,2453,2955,2025-09-12T15:39:44
13,2456,3023,2025-09-12T15:39:44
14,2459,3094,2025-09-12T15:39:44
15,2769,3294,2025-09-12T15:39:44
16,2717,2833,2025-09-12T15:39:44
17,2820,2842,2025-09-12T15:39:44
18,2823,2836,2025-09-12T15:39:44
19,3101,2604,2025-09-12T15:39:44
20,3094,2672,2025-09-12T15:39:44
21,2920,3029,2025-09-12T15:39:44
22,2968,3052,2025-09-12T15:39:44
23,2865,3000,2025-09-12T15:39:44
24,3355,2243,2025-09-12T15:39:44
25,3346,1933,2025-09-12T15:39:44
26,3291,1940,2025-09-12T15:39:44
27,3368,2140,2025-09-12T15:39:44
28,4439,1198,2025-09-12T15:39:44
29,4464,1418,2025-09-12T15:39:44
30,4416,1659,2025-09-12T15:39:44
31,4423,1766,2025-09-12T15:39:44
32,4490,1927,2025-09-12T15:39:44
33,4497,2101,2025-09-12T15:39:44
34,3326,1666,2025-09-12T15:39:44
35,3249,1676,2025-09-12T15:39:44
36,2104,3290,2025-09-12T15:39:44
37,2117,3329,2025-09-12T15:39:44
0,1863,3074,2025-09-12T15:39:46
1,2004,3016,2025-09-12T15:39:46
2,2304,3013,2025-09-12T15:39:46
3,2330,3065,2025-09-12T15:39:46
4,2404,3200,2025-09-12T15:39:46
5,2430,3252,2025-09-12T15:39:46
6,2124,2494,2025-09-12T15:39:46
7,2166,2543,2025-09-12T15:39:46
8,2224,2588,2025-09-12T15:39:46
9,2285,2620,2025-09-12T15:39:46
10,2436,2820,2025-09-12T15:39:46
11,2446,2891,2025-09-12T15:39:46
12,2453,2955,2025-09-12T15:39:46
13,2456,3023,2025-09-12T15:39:46
14,2459,3094,2025-09-12T15:39:46
15,2769,3294,2025-09-12T15:39:46
16,2717,2833,2025-09-12T15:39:46
17,2820,2842,2025-09-12T15:39:46
18,2823,2836,2025-09-12T15:39:46
19,3101,2604,2025-09-12T15:39:46
20,3094,2672,2025-09-12T15:39:46
21,2920,3029,2025-09-12T15:39:46
22,2968,3052,2025-09-12T15:39:46
23,2865,3000,2025-09-12T15:39:46
24,3355,2243,2025-09-12T15:39:46
25,3346,1933,2025-09-12T15:39:46
26,3291,1940,2025-09-12T15:39:46
27,3368,2140,2025-09-12T15:39:46
28,4439,1198,2025-09-12T15:39:46
29,4464,1418,2025-09-12T15:39:46
30,4416,1659,2025-09-12T15:39:46
31,4423,1766,2025-09-12T15:39:46
32,4490,1927,2025-09-12T15:39:46
33,4497,2101,2025-09-12T15:39:46
34,3326,1666,2025-09-12T15:39:46
35,3249,1676,2025-09-12T15:39:46
36,2104,3290,2025-09-12T15:39:46
37,2117,3329,2025-09-12T15:39:46
38,2008,3336,2025-09-12T15:39:46
0,1863,3074,2025-09-12T15:39:48
1,2004,3016,2025-09-12T15:39:48
2,2304,3013,2025-09-12T15:39:48
3,2330,3065,2025-09-12T15:39:48
4,2404,3200,2025-09-12T15:39:48
5,2430,3252,2025-09-12T15:39:48
6,2124,2494,2025-09-12T15:39:48
7,2166,2543,2025-09-12T15:39:48
8,2224,2588,2025-09-12T15:39:48
9,2285,2620,2025-09-12T15:39:48
10,2436,2820,2025-09-12T15:39:48
11,2446,2891,2025-09-12T15:39:48
12,2453,2955,2025-09-12T15:39:48
13,2456,3023,2025-09-12T15:39:48
14,2459,3094,2025-09-12T15:39:48
15,2769,3294,2025-09-12T15:39:48
16,2717,2833,2025-09-12T15:39:48
17,2820,2842,2025-09-12T15:39:48
18,2823,2836,2025-09-12T15:39:48
19,3101,2604,2025-09-12T15:39:48
20,3094,2672,2025-09-12T15:39:48
21,2920,3029,2025-09-12T15:39:48
22,2968,3052,2025-09-12T15:39:48
23,2865,3000,2025-09-12T15:39:48
24,3355,2243,2025-09-12T15:39:48
25,3346,1933,2025-09-12T15:39:48
26,3291,1940,2025-09-12T15:39:48
27,3368,2140,2025-09-12T15:39:48
28,4439,1198,2025-09-12T15:39:48
29,4464,1418,2025-09-12T15:39:48
30,4416,1659,2025-09-12T15:39:48
31,4423,1766,2025-09-12T15:39:48
32,4490,1927,2025-09-12T15:39:48
33,4497,2101,2025-09-12T15:39:48
34,3326,1666,2025-09-12T15:39:48
35,3249,1676,2025-09-12T15:39:48
36,2104,3290,2025-09-12T15:39:48
37,2117,3329,2025-09-12T15:39:48
38,2008,3336,2025-09-12T15:39:48
39,2027,3377,2025-09-12T15:39:48
0,1863,3074,2025-09-12T15:40:04
1,2004,3016,2025-09-12T15:40:04
2,2304,3013,2025-09-12T15:40:04
3,2330,3065,2025-09-12T15:40:04
4,2404,3200,2025-09-12T15:40:04
5,2430,3252,2025-09-12T15:40:04
6,2124,2494,2025-09-12T15:40:04
7,2166,2543,2025-09-12T15:40:04
8,2224,2588,2025-09-12T15:40:04
9,2285,2620,2025-09-12T15:40:04
10,2436,2820,2025-09-12T15:40:04
11,2446,2891,2025-09-12T15:40:04
12,2453,2955,2025-09-12T15:40:04
13,2456,3023,2025-09-12T15:40:04
14,2459,3094,2025-09-12T15:40:04
15,2769,3294,2025-09-12T15:40:04
16,2717,2833,2025-09-12T15:40:04
17,2820,2842,2025-09-12T15:40:04
18,2823,2836,2025-09-12T15:40:04
19,3101,2604,2025-09-12T15:40:04
20,3094,2672,2025-09-12T15:40:04
21,2920,3029,2025-09-12T15:40:04
22,2968,3052,2025-09-12T15:40:04
23,2865,3000,2025-09-12T15:40:04
24,3355,2243,2025-09-12T15:40:04
25,3346,1933,2025-09-12T15:40:04
26,3291,1940,2025-09-12T15:40:04
27,3368,2140,2025-09-12T15:40:04
28,4439,1198,2025-09-12T15:40:04
29,4464,1418,2025-09-12T15:40:04
30,4416,1659,2025-09-12T15:40:04
31,4423,1766,2025-09-12T15:40:04
32,4490,1927,2025-09-12T15:40:04
33,4497,2101,2025-09-12T15:40:04
34,3326,1666,2025-09-12T15:40:04
35,3249,1676,2025-09-12T15:40:04
36,2104,3290,2025-09-12T15:40:04
37,2117,3329,2025-09-12T15:40:04
38,2008,3336,2025-09-12T15:40:04
39,2027,3377,2025-09-12T15:40:04
40,2962,3452,2025-09-12T15:40:04
0,1863,3074,2025-09-12T15:40:11
1,2004,3016,2025-09-12T15:40:11
2,2304,3013,2025-09-12T15:40:11
3,2330,3065,2025-09-12T15:40:11
4,2404,3200,2025-09-12T15:40:11
5,2430,3252,2025-09-12T15:40:11
6,2124,2494,2025-09-12T15:40:11
7,2166,2543,2025-09-12T15:40:11
8,2224,2588,2025-09-12T15:40:11
9,2285,2620,2025-09-12T15:40:11
10,2436,2820,2025-09-12T15:40:11
11,2446,2891,2025-09-12T15:40:11
12,2453,2955,2025-09-12T15:40:11
13,2456,3023,2025-09-12T15:40:11
14,2459,3094,2025-09-12T15:40:11
15,2769,3294,2025-09-12T15:40:11
16,2717,2833,2025-09-12T15:40:11
17,2820,2842,2025-09-12T15:40:11
18,2823,2836,2025-09-12T15:40:11
19,3101,2604,2025-09-12T15:40:11
20,3094,2672,2025-09-12T15:40:11
21,2920,3029,2025-09-12T15:40:11
22,2968,3052,2025-09-12T15:40:11
23,2865,3000,2025-09-12T15:40:11
24,3355,2243,2025-09-12T15:40:11
25,3346,1933,2025-09-12T15:40:11
26,3291,1940,2025-09-12T15:40:11
27,3368,2140,2025-09-12T15:40:11
28,4439,1198,2025-09-12T15:40:11
29,4464,1418,2025-09-12T15:40:11
30,4416,1659,2025-09-12T15:40:11
31,4423,1766,2025-09-12T15:40:11
32,4490,1927,2025-09-12T15:40:11
33,4497,2101,2025-09-12T15:40:11
34,3326,1666,2025-09-12T15:40:11
35,3249,1676,2025-09-12T15:40:11
36,2104,3290,2025-09-12T15:40:11
37,2117,3329,2025-09-12T15:40:11
38,2008,3336,2025-09-12T15:40:11
39,2027,3377,2025-09-12T15:40:11
40,2962,3452,2025-09-12T15:40:11
41,2188,3377,2025-09-12T15:40:11
0,1863,3074,2025-09-12T15:40:19
1,2004,3016,2025-09-12T15:40:19
2,2304,3013,2025-09-12T15:40:19
3,2330,3065,2025-09-12T15:40:19
4,2404,3200,2025-09-12T15:40:19
5,2430,3252,2025-09-12T15:40:19
6,2124,2494,2025-09-12T15:40:19
7,2166,2543,2025-09-12T15:40:19
8,2224,2588,2025-09-12T15:40:19
9,2285,2620,2025-09-12T15:40:19
10,2436,2820,2025-09-12T15:40:19
11,2446,2891,2025-09-12T15:40:19
12,2453,2955,2025-09-12T15:40:19
13,2456,3023,2025-09-12T15:40:19
14,2459,3094,2025-09-12T15:40:19
15,2769,3294,2025-09-12T15:40:19
16,2717,2833,2025-09-12T15:40:19
17,2820,2842,2025-09-12T15:40:19
18,2823,2836,2025-09-12T15:40:19
19,3101,2604,2025-09-12T15:40:19
20,3094,2672,2025-09-12T15:40:19
21,2920,3029,2025-09-12T15:40:19
22,2968,3052,2025-09-12T15:40:19
23,2865,3000,2025-09-12T15:40:19
24,3355,2243,2025-09-12T15:40:19
25,3346,1933,2025-09-12T15:40:19
26,3291,1940,2025-09-12T15:40:19
27,3368,2140,2025-09-12T15:40:19
28,4439,1198,2025-09-12T15:40:19
29,4464,1418,2025-09-12T15:40:19
30,4416,1659,2025-09-12T15:40:19
31,4423,1766,2025-09-12T15:40:19
32,4490,1927,2025-09-12T15:40:19
33,4497,2101,2025-09-12T15:40:19
34,3326,1666,2025-09-12T15:40:19
35,3249,1676,2025-09-12T15:40:19
36,2104,3290,2025-09-12T15:40:19
37,2117,3329,2025-09-12T15:40:19
38,2008,3336,2025-09-12T15:40:19
39,2027,3377,2025-09-12T15:40:19
40,2962,3452,2025-09-12T15:40:19
41,2188,3377,2025-09-12T15:40:19
42,3236,3242,2025-09-12T15:40:19
0,1863,3074,2025-09-12T15:40:22
1,2004,3016,2025-09-12T15:40:22
2,2304,3013,2025-09-12T15:40:22
3,2330,3065,2025-09-12T15:40:22
4,2404,3200,2025-09-12T15:40:22
5,2430,3252,2025-09-12T15:40:22
6,2124,2494,2025-09-12T15:40:22
7,2166,2543,2025-09-12T15:40:22
8,2224,2588,2025-09-12T15:40:22
9,2285,2620,2025-09-12T15:40:22
10,2436,2820,2025-09-12T15:40:22
11,2446,2891,2025-09-12T15:40:22
12,2453,2955,2025-09-12T15:40:22
13,2456,3023,2025-09-12T15:40:22
14,2459,3094,2025-09-12T15:40:22
15,2769,3294,2025-09-12T15:40:22
16,2717,2833,2025-09-12T15:40:22
17,2820,2842,2025-09-12T15:40:22
18,2823,2836,2025-09-12T15:40:22
19,3101,2604,2025-09-12T15:40:22
20,3094,2672,2025-09-12T15:40:22
21,2920,3029,2025-09-12T15:40:22
22,2968,3052,2025-09-12T15:40:22
23,2865,3000,2025-09-12T15:40:22
24,3355,2243,2025-09-12T15:40:22
25,3346,1933,2025-09-12T15:40:22
26,3291,1940,2025-09-12T15:40:22
27,3368,2140,2025-09-12T15:40:22
28,4439,1198,2025-09-12T15:40:22
29,4464,1418,2025-09-12T15:40:22
30,4416,1659,2025-09-12T15:40:22
31,4423,1766,2025-09-12T15:40:22
32,4490,1927,2025-09-12T15:40:22
33,4497,2101,2025-09-12T15:40:22
34,3326,1666,2025-09-12T15:40:22
35,3249,1676,2025-09-12T15:40:22
36,2104,3290,2025-09-12T15:40:22
37,2117,3329,2025-09-12T15:40:22
38,2008,3336,2025-09-12T15:40:22
39,2027,3377,2025-09-12T15:40:22
40,2962,3452,2025-09-12T15:40:22
41,2188,3377,2025-09-12T15:40:22
42,3236,3242,2025-09-12T15:40:22
43,3294,3203,2025-09-12T15:40:22
0,1863,3074,2025-09-12T15:41:15
1,2004,3016,2025-09-12T15:41:15
2,2304,3013,2025-09-12T15:41:15
3,2330,3065,2025-09-12T15:41:15
4,2404,3200,2025-09-12T15:41:15
5,2430,3252,2025-09-12T15:41:15
6,2124,2494,2025-09-12T15:41:15
7,2166,2543,2025-09-12T15:41:15
8,2224,2588,2025-09-12T15:41:15
9,2285,2620,2025-09-12T15:41:15
10,2436,2820,2025-09-12T15:41:15
11,2446,2891,2025-09-12T15:41:15
12,2453,2955,2025-09-12T15:41:15
13,2456,3023,2025-09-12T15:41:15
14,2459,3094,2025-09-12T15:41:15
15,2769,3294,2025-09-12T15:41:15
16,2717,2833,2025-09-12T15:41:15
17,2820,2842,2025-09-12T15:41:15
18,2823,2836,2025-09-12T15:41:15
19,3101,2604,2025-09-12T15:41:15
20,3094,2672,2025-09-12T15:41:15
21,2920,3029,2025-09-12T15:41:15
22,2968,3052,2025-09-12T15:41:15
23,2865,3000,2025-09-12T15:41:15
24,3355,2243,2025-09-12T15:41:15
25,3346,1933,2025-09-12T15:41:15
26,3291,1940,2025-09-12T15:41:15
27,3368,2140,2025-09-12T15:41:15
28,4439,1198,2025-09-12T15:41:15
29,4464,1418,2025-09-12T15:41:15
30,4416,1659,2025-09-12T15:41:15
31,4423,1766,2025-09-12T15:41:15
32,4490,1927,2025-09-12T15:41:15
33,4497,2101,2025-09-12T15:41:15
34,3326,1666,2025-09-12T15:41:15
35,3249,1676,2025-09-12T15:41:15
36,2104,3290,2025-09-12T15:41:15
37,2117,3329,2025-09-12T15:41:15
38,2008,3336,2025-09-12T15:41:15
39,2027,3377,2025-09-12T15:41:15
40,2962,3452,2025-09-12T15:41:15
41,2188,3377,2025-09-12T15:41:15
42,3236,3242,2025-09-12T15:41:15
43,3294,3203,2025-09-12T15:41:15
44,2230,2723,2025-09-12T15:41:15
0,1863,3074,2025-09-12T15:41:30
1,2004,3016,2025-09-12T15:41:30
2,2304,3013,2025-09-12T15:41:30
3,2330,3065,2025-09-12T15:41:30
4,2404,3200,2025-09-12T15:41:30
5,2430,3252,2025-09-12T15:41:30
6,2124,2494,2025-09-12T15:41:30
7,2166,2543,2025-09-12T15:41:30
8,2224,2588,2025-09-12T15:41:30
9,2285,2620,2025-09-12T15:41:30
10,2436,2820,2025-09-12T15:41:30
11,2446,2891,2025-09-12T15:41:30
12,2453,2955,2025-09-12T15:41:30
13,2456,3023,2025-09-12T15:41:30
14,2459,3094,2025-09-12T15:41:30
15,2769,3294,2025-09-12T15:41:30
16,2717,2833,2025-09-12T15:41:30
17,2820,2842,2025-09-12T15:41:30
18,2823,2836,2025-09-12T15:41:30
19,3101,2604,2025-09-12T15:41:30
20,3094,2672,2025-09-12T15:41:30
21,2920,3029,2025-09-12T15:41:30
22,2968,3052,2025-09-12T15:41:30
23,2865,3000,2025-09-12T15:41:30
24,3355,2243,2025-09-12T15:41:30
25,3346,1933,2025-09-12T15:41:30
26,3291,1940,2025-09-12T15:41:30
27,3368,2140,2025-09-12T15:41:30
28,4439,1198,2025-09-12T15:41:30
29,4464,1418,2025-09-12T15:41:30
30,4416,1659,2025-09-12T15:41:30
31,4423,1766,2025-09-12T15:41:30
32,4490,1927,2025-09-12T15:41:30
33,4497,2101,2025-09-12T15:41:30
34,3326,1666,2025-09-12T15:41:30
35,3249,1676,2025-09-12T15:41:30
36,2104,3290,2025-09-12T15:41:30
37,2117,3329,2025-09-12T15:41:30
38,2008,3336,2025-09-12T15:41:30
39,2027,3377,2025-09-12T15:41:30
40,2962,3452,2025-09-12T15:41:30
41,2188,3377,2025-09-12T15:41:30
42,3236,3242,2025-09-12T15:41:30
43,3294,3203,2025-09-12T15:41:30
44,2230,2723,2025-09-12T15:41:30
45,2059,2894,2025-09-12T15:41:30
0,1863,3074,2025-09-12T15:42:42
1,2004,3016,2025-09-12T15:42:42
2,2304,3013,2025-09-12T15:42:42
3,2330,3065,2025-09-12T15:42:42
4,2404,3200,2025-09-12T15:42:42
5,2430,3252,2025-09-12T15:42:42
6,2124,2494,2025-09-12T15:42:42
7,2166,2543,2025-09-12T15:42:42
8,2224,2588,2025-09-12T15:42:42
9,2285,2620,2025-09-12T15:42:42
10,2436,2820,2025-09-12T15:42:42
11,2446,2891,2025-09-12T15:42:42
12,2453,2955,2025-09-12T15:42:42
13,2456,3023,2025-09-12T15:42:42
14,2459,3094,2025-09-12T15:42:42
15,2769,3294,2025-09-12T15:42:42
16,2717,2833,2025-09-12T15:42:42
17,2820,2842,2025-09-12T15:42:42
18,2823,2836,2025-09-12T15:42:42
19,3101,2604,2025-09-12T15:42:42
20,3094,2672,2025-09-12T15:42:42
21,2920,3029,2025-09-12T15:42:42
22,2968,3052,2025-09-12T15:42:42
23,2865,3000,2025-09-12T15:42:42
24,3355,2243,2025-09-12T15:42:42
25,3346,1933,2025-09-12T15:42:42
26,3291,1940,2025-09-12T15:42:42
27,3368,2140,2025-09-12T15:42:42
28,4439,1198,2025-09-12T15:42:42
29,4464,1418,2025-09-12T15:42:42
30,4416,1659,2025-09-12T15:42:42
31,4423,1766,2025-09-12T15:42:42
32,4490,1927,2025-09-12T15:42:42
33,4497,2101,2025-09-12T15:42:42
34,3326,1666,2025-09-12T15:42:42
35,3249,1676,2025-09-12T15:42:42
36,2104,3290,2025-09-12T15:42:42
37,2117,3329,2025-09-12T15:42:42
38,2008,3336,2025-09-12T15:42:42
39,2027,3377,2025-09-12T15:42:42
40,2962,3452,2025-09-12T15:42:42
41,2188,3377,2025-09-12T15:42:42
42,3236,3242,2025-09-12T15:42:42
43,3294,3203,2025-09-12T15:42:42
44,2230,2723,2025-09-12T15:42:42
45,2059,2894,2025-09-12T15:42:42
46,4010,2633,2025-09-12T15:42:42
0,1863,3074,2025-09-12T15:42:44
1,2004,3016,2025-09-12T15:42:44
2,2304,3013,2025-09-12T15:42:44
3,2330,3065,2025-09-12T15:42:44
4,2404,3200,2025-09-12T15:42:44
5,2430,3252,2025-09-12T15:42:44
6,2124,2494,2025-09-12T15:42:44
7,2166,2543,2025-09-12T15:42:44
8,2224,2588,2025-09-12T15:42:44
9,2285,2620,2025-09-12T15:42:44
10,2436,2820,2025-09-12T15:42:44
11,2446,2891,2025-09-12T15:42:44
12,2453,2955,2025-09-12T15:42:44
13,2456,3023,2025-09-12T15:42:44
14,2459,3094,2025-09-12T15:42:44
15,2769,3294,2025-09-12T15:42:44
16,2717,2833,2025-09-12T15:42:44
17,2820,2842,2025-09-12T15:42:44
18,2823,2836,2025-09-12T15:42:44
19,3101,2604,2025-09-12T15:42:44
20,3094,2672,2025-09-12T15:42:44
21,2920,3029,2025-09-12T15:42:44
22,2968,3052,2025-09-12T15:42:44
23,2865,3000,2025-09-12T15:42:44
24,3355,2243,2025-09-12T15:42:44
25,3346,1933,2025-09-12T15:42:44
26,3291,1940,2025-09-12T15:42:44
27,3368,2140,2025-09-12T15:42:44
28,4439,1198,2025-09-12T15:42:44
29,4464,1418,2025-09-12T15:42:44
30,4416,1659,2025-09-12T15:42:44
31,4423,1766,2025-09-12T15:42:44
32,4490,1927,2025-09-12T15:42:44
33,4497,2101,2025-09-12T15:42:44
34,3326,1666,2025-09-12T15:42:44
35,3249,1676,2025-09-12T15:42:44
36,2104,3290,2025-09-12T15:42:44
37,2117,3329,2025-09-12T15:42:44
38,2008,3336,2025-09-12T15:42:44
39,2027,3377,2025-09-12T15:42:44
40,2962,3452,2025-09-12T15:42:44
41,2188,3377,2025-09-12T15:42:44
42,3236,3242,2025-09-12T15:42:44
43,3294,3203,2025-09-12T15:42:44
44,2230,2723,2025-09-12T15:42:44
45,2059,2894,2025-09-12T15:42:44
46,4010,2633,2025-09-12T15:42:44
47,4013,2691,2025-09-12T15:42:44
0,1863,3074,2025-09-12T15:43:19
1,2004,3016,2025-09-12T15:43:19
2,2304,3013,2025-09-12T15:43:19
3,2330,3065,2025-09-12T15:43:19
4,2404,3200,2025-09-12T15:43:19
5,2430,3252,2025-09-12T15:43:19
6,2124,2494,2025-09-12T15:43:19
7,2166,2543,2025-09-12T15:43:19
8,2224,2588,2025-09-12T15:43:19
9,2285,2620,2025-09-12T15:43:19
10,2436,2820,2025-09-12T15:43:19
11,2446,2891,2025-09-12T15:43:19
12,2453,2955,2025-09-12T15:43:19
13,2456,3023,2025-09-12T15:43:19
14,2459,3094,2025-09-12T15:43:19
15,2769,3294,2025-09-12T15:43:19
16,2717,2833,2025-09-12T15:43:19
17,2820,2842,2025-09-12T15:43:19
18,2823,2836,2025-09-12T15:43:19
19,3101,2604,2025-09-12T15:43:19
20,3094,2672,2025-09-12T15:43:19
21,2920,3029,2025-09-12T15:43:19
22,2968,3052,2025-09-12T15:43:19
23,2865,3000,2025-09-12T15:43:19
24,3355,2243,2025-09-12T15:43:19
25,3346,1933,2025-09-12T15:43:19
26,3291,1940,2025-09-12T15:43:19
27,3368,2140,2025-09-12T15:43:19
28,4439,1198,2025-09-12T15:43:19
29,4464,1418,2025-09-12T15:43:19
30,4416,1659,2025-09-12T15:43:19
31,4423,1766,2025-09-12T15:43:19
32,4490,1927,2025-09-12T15:43:19
33,4497,2101,2025-09-12T15:43:19
34,3326,1666,2025-09-12T15:43:19
35,3249,1676,2025-09-12T15:43:19
36,2104,3290,2025-09-12T15:43:19
37,2117,3329,2025-09-12T15:43:19
38,2008,3336,2025-09-12T15:43:19
39,2027,3377,2025-09-12T15:43:19
40,2962,3452,2025-09-12T15:43:19
41,2188,3377,2025-09-12T15:43:19
42,3236,3242,2025-09-12T15:43:19
43,3294,3203,2025-09-12T15:43:19
44,2230,2723,2025-09-12T15:43:19
45,2059,2894,2025-09-12T15:43:19
46,4010,2633,2025-09-12T15:43:19
47,4013,2691,2025-09-12T15:43:19
48,4141,2739,2025-09-12T15:43:19
0,1863,3074,2025-09-12T15:43:22
1,2004,3016,2025-09-12T15:43:22
2,2304,3013,2025-09-12T15:43:22
3,2330,3065,2025-09-12T15:43:22
4,2404,3200,2025-09-12T15:43:22
5,2430,3252,2025-09-12T15:43:22
6,2124,2494,2025-09-12T15:43:22
7,2166,2543,2025-09-12T15:43:22
8,2224,2588,2025-09-12T15:43:22
9,2285,2620,2025-09-12T15:43:22
10,2436,2820,2025-09-12T15:43:22
11,2446,2891,2025-09-12T15:43:22
12,2453,2955,2025-09-12T15:43:22
13,2456,3023,2025-09-12T15:43:22
14,2459,3094,2025-09-12T15:43:22
15,2769,3294,2025-09-12T15:43:22
16,2717,2833,2025-09-12T15:43:22
17,2820,2842,2025-09-12T15:43:22
18,2823,2836,2025-09-12T15:43:22
19,3101,2604,2025-09-12T15:43:22
20,3094,2672,2025-09-12T15:43:22
21,2920,3029,2025-09-12T15:43:22
22,2968,3052,2025-09-12T15:43:22
23,2865,3000,2025-09-12T15:43:22
24,3355,2243,2025-09-12T15:43:22
25,3346,1933,2025-09-12T15:43:22
26,3291,1940,2025-09-12T15:43:22
27,3368,2140,2025-09-12T15:43:22
28,4439,1198,2025-09-12T15:43:22
29,4464,1418,2025-09-12T15:43:22
30,4416,1659,2025-09-12T15:43:22
31,4423,1766,2025-09-12T15:43:22
32,4490,1927,2025-09-12T15:43:22
33,4497,2101,2025-09-12T15:43:22
34,3326,1666,2025-09-12T15:43:22
35,3249,1676,2025-09-12T15:43:22
36,2104,3290,2025-09-12T15:43:22
37,2117,3329,2025-09-12T15:43:22
38,2008,3336,2025-09-12T15:43:22
39,2027,3377,2025-09-12T15:43:22
40,2962,3452,2025-09-12T15:43:22
41,2188,3377,2025-09-12T15:43:22
42,3236,3242,2025-09-12T15:43:22
43,3294,3203,2025-09-12T15:43:22
44,2230,2723,2025-09-12T15:43:22
45,2059,2894,2025-09-12T15:43:22
46,4010,2633,2025-09-12T15:43:22
47,4013,2691,2025-09-12T15:43:22
48,4141,2739,2025-09-12T15:43:22
49,4125,2594,2025-09-12T15:43:22
0,1863,3074,2025-09-12T15:43:54
1,2004,3016,2025-09-12T15:43:54
2,2304,3013,2025-09-12T15:43:54
3,2330,3065,2025-09-12T15:43:54
4,2404,3200,2025-09-12T15:43:54
5,2430,3252,2025-09-12T15:43:54
6,2124,2494,2025-09-12T15:43:54
7,2166,2543,2025-09-12T15:43:54
8,2224,2588,2025-09-12T15:43:54
9,2285,2620,2025-09-12T15:43:54
10,2436,2820,2025-09-12T15:43:54
11,2446,2891,2025-09-12T15:43:54
12,2453,2955,2025-09-12T15:43:54
13,2456,3023,2025-09-12T15:43:54
14,2459,3094,2025-09-12T15:43:54
15,2769,3294,2025-09-12T15:43:54
16,2717,2833,2025-09-12T15:43:54
17,2820,2842,2025-09-12T15:43:54
18,2823,2836,2025-09-12T15:43:54
19,3101,2604,2025-09-12T15:43:54
20,3094,2672,2025-09-12T15:43:54
21,2920,3029,2025-09-12T15:43:54
22,2968,3052,2025-09-12T15:43:54
23,2865,3000,2025-09-12T15:43:54
24,3355,2243,2025-09-12T15:43:54
25,3346,1933,2025-09-12T15:43:54
26,3291,1940,2025-09-12T15:43:54
27,3368,2140,2025-09-12T15:43:54
28,4439,1198,2025-09-12T15:43:54
29,4464,1418,2025-09-12T15:43:54
30,4416,1659,2025-09-12T15:43:54
31,4423,1766,2025-09-12T15:43:54
32,4490,1927,2025-09-12T15:43:54
33,4497,2101,2025-09-12T15:43:54
34,3326,1666,2025-09-12T15:43:54
35,3249,1676,2025-09-12T15:43:54
36,2104,3290,2025-09-12T15:43:54
37,2117,3329,2025-09-12T15:43:54
38,2008,3336,2025-09-12T15:43:54
39,2027,3377,2025-09-12T15:43:54
40,2962,3452,2025-09-12T15:43:54
41,2188,3377,2025-09-12T15:43:54
42,3236,3242,2025-09-12T15:43:54
43,3294,3203,2025-09-12T15:43:54
44,2230,2723,2025-09-12T15:43:54
45,2059,2894,2025-09-12T15:43:54
46,4010,2633,2025-09-12T15:43:54
47,4013,2691,2025-09-12T15:43:54
48,4141,2739,2025-09-12T15:43:54
49,4125,2594,2025-09-12T15:43:54
50,4323,2299,2025-09-12T15:43:54
0,1863,3074,2025-09-12T15:43:59
1,2004,3016,2025-09-12T15:43:59
2,2304,3013,2025-09-12T15:43:59
3,2330,3065,2025-09-12T15:43:59
4,2404,3200,2025-09-12T15:43:59
